<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,,PRICE,TOTAL,TOTALIF,IF,
06.11.2020,17:09:00,110788,115168,108045,111145,20,,"111286,5",2225730,,1,0
06.11.2020,17:11:00,113402,115268,108137,112675,85,,"112370,5","9551492,5",,0,0
06.11.2020,17:12:00,115246,115246,107928,109551,49,,"111992,75","5487644,75",,0,0
06.11.2020,17:13:00,110485,115266,108054,111087,94,,111223,10454962,,1,0
06.11.2020,17:14:00,108104,115118,107907,113442,20,,"111142,75",2222855,,1,0
06.11.2020,17:15:00,108263,115270,108046,110526,39,,"110526,25","4310523,75",,1,0
06.11.2020,17:16:00,110934,115222,108401,109673,59,,"111057,5","6552392,5",,0,0
06.11.2020,17:17:00,109239,115254,108026,108561,11,,110270,1212970,,0,0
06.11.2020,17:18:00,111361,115245,108094,112142,16,,"111710,5",1787368,,1,0
06.11.2020,17:19:00,108667,115083,107924,112516,74,,"111047,5",8217515,,1,0
06.11.2020,17:20:00,114327,115269,107923,112645,88,,112541,9903608,,0,0
06.11.2020,17:21:00,111315,115083,108036,111475,74,,"111477,25","8249316,5",,1,0
06.11.2020,17:22:00,110154,115258,108126,109491,27,,"110757,25","2990445,75",,0,0
06.11.2020,17:23:00,110449,114961,107914,111291,47,,"111153,75","5224226,25",,1,0
06.11.2020,17:24:00,111293,115297,107913,109801,36,,111076,3998736,,0,0
06.11.2020,17:25:00,108265,115254,107989,110920,76,,110607,8406132,,1,0
06.11.2020,17:26:00,112672,115216,108031,114896,79,,"112703,75","8903596,25",,1,0
06.11.2020,17:27:00,111327,115178,107975,115109,53,,"112397,25","5957054,25",,1,0
06.11.2020,17:28:00,110421,115162,107932,109537,20,,110763,2215260,,0,0
06.11.2020,17:29:00,110675,115154,107913,112555,63,,"111574,25","7029177,75",,1,0
06.11.2020,17:31:00,110063,115000,107976,110830,14,,"110967,25","1553541,5",,1,0
06.11.2020,17:32:00,112729,115208,107905,111572,47,,"111853,5","5257114,5",,0,0
06.11.2020,17:33:00,113622,115234,108110,109365,41,,"111582,75","4574892,75",,0,0
06.11.2020,17:34:00,113126,114968,108145,112178,65,,"112104,25","7286776,25",,0,0
06.11.2020,17:35:00,108180,115282,107948,112145,11,,"110888,75","1219776,25",,1,0
06.11.2020,17:36:00,107981,115232,107905,111405,72,,"110630,75",7965414,,1,0
06.11.2020,17:37:00,114417,114891,108177,108396,88,,"111470,25",9809382,,0,0
06.11.2020,17:38:00,113337,115202,107912,107912,54,,"111090,75","5998900,5",,0,0
06.11.2020,17:39:00,113840,115125,107940,108346,79,,"111312,75","8793707,25",,0,0
06.11.2020,17:40:00,108996,115126,108294,109782,3,,"110549,5","331648,5",,1,0
06.11.2020,17:41:00,114351,115117,108046,112203,92,,"112429,25",10343491,,0,0
06.11.2020,17:42:00,113659,115236,107989,109819,37,,"111675,75","4132002,75",,0,0
06.11.2020,17:43:00,113255,115089,107957,111377,94,,"111919,5",10520433,,0,0
06.11.2020,17:44:00,115152,115152,107913,110400,63,,"112154,25","7065717,75",,0,0
06.11.2020,17:45:00,112567,114892,107912,114892,40,,"112565,75",4502630,,1,0
06.11.2020,17:46:00,113715,115122,107919,109268,40,,111506,4460240,,0,0
06.11.2020,17:47:00,109120,115276,107942,108951,91,,"110322,25","10039324,75",,0,0
06.11.2020,17:48:00,108644,115210,108098,112558,10,,"111127,5",1111275,,1,0
06.11.2020,17:49:00,113137,115064,107981,108099,29,,"111070,25","3221037,25",,0,0
06.11.2020,17:50:00,115057,115057,108169,108566,73,,"111712,25","8154994,25",,0,0
06.11.2020,17:51:00,109576,115295,107945,111631,2,,"111111,75","222223,5",,1,0
06.11.2020,17:52:00,108855,115249,108177,109821,35,,"110525,5","3868392,5",,1,0
06.11.2020,17:53:00,114782,115183,107943,114445,23,,"113088,25","2601029,75",,0,0
06.11.2020,17:54:00,110957,115242,108184,110903,20,,"111321,5",2226430,,0,0
06.11.2020,17:55:00,113723,115146,107951,113229,24,,"112512,25",2700294,,0,0
06.11.2020,17:56:00,115295,115295,108108,111016,25,,"112428,5","2810712,5",,0,0
06.11.2020,17:57:00,111648,115149,108120,112174,61,,"111772,75","6818137,75",,1,0
06.11.2020,17:58:00,114396,115292,108164,113453,47,,"112826,25","5302833,75",,0,0
06.11.2020,17:59:00,108084,115091,107923,112481,23,,"110894,75","2550579,25",,1,0
06.11.2020,18:00:00,113040,115153,108119,113462,89,,"112443,5","10007471,5",,1,0
06.11.2020,18:01:00,108669,115280,108046,109477,98,,110368,10816064,,1,0
06.11.2020,18:02:00,108757,115174,108144,110535,79,,"110652,5","8741547,5",,1,0
06.11.2020,18:03:00,112624,114964,108110,112420,35,,"112029,5","3921032,5",,0,0
06.11.2020,18:04:00,111290,115241,107941,109568,27,,111010,2997270,,0,0
06.11.2020,18:05:00,113166,114878,108170,111361,86,,"111893,75","9622862,5",,0,0
06.11.2020,18:06:00,108827,115239,107928,108094,27,,110022,2970594,,0,0
06.11.2020,18:07:00,108773,115227,107911,115227,80,,"111784,5",8942760,,1,0
06.11.2020,18:08:00,114628,115295,107912,111340,85,,"112293,75","9544968,75",,0,0
06.11.2020,18:09:00,111737,115074,107917,114919,70,,"112411,75","7868822,5",,1,0
06.11.2020,18:10:00,112637,115160,108301,114524,40,,"112655,5",4506220,,1,0
06.11.2020,18:11:00,114778,115239,107938,114921,16,,113219,1811504,,1,0
06.11.2020,18:12:00,108775,115201,107929,108462,33,,"110091,75","3633027,75",,0,0
06.11.2020,18:13:00,113809,115280,108069,109078,5,,111559,557795,,0,0
06.11.2020,18:14:00,114370,115222,107924,108542,7,,"111514,5","780601,5",,0,0
06.11.2020,18:15:00,110536,115101,107961,108218,65,,110454,7179510,,0,0
06.11.2020,18:16:00,109866,115176,107981,109068,53,,"110522,75","5857705,75",,0,0
06.11.2020,18:17:00,113678,115122,107925,112605,25,,"112332,5","2808312,5",,0,0
06.11.2020,18:18:00,112236,115283,107910,108306,15,,"110933,75","1664006,25",,0,0
06.11.2020,18:19:00,113879,115191,108051,112448,81,,"112392,25","9103772,25",,0,0
06.11.2020,18:20:00,110295,115272,107931,112274,68,,111443,7578124,,1,0
06.11.2020,18:21:00,114791,115286,108001,108637,18,,"111678,75","2010217,5",,0,0
06.11.2020,18:22:00,110926,115209,108015,108292,22,,"110610,5",2433431,,0,0
06.11.2020,18:23:00,114811,115106,107989,109973,44,,"111969,75",4926669,,0,0
06.11.2020,18:24:00,109132,115274,107990,109649,55,,"110511,25","6078118,75",,1,0
06.11.2020,18:25:00,109641,115181,108314,109962,35,,"110774,5","3877107,5",,1,0
06.11.2020,18:26:00,113413,115194,108169,111015,75,,"111947,75","8396081,25",,0,0
06.11.2020,18:27:00,112214,115244,107974,111719,87,,"111787,75","9725534,25",,0,0
06.11.2020,18:28:00,110444,115243,107920,113801,49,,111852,5480748,,1,0
06.11.2020,18:29:00,110272,115290,107960,113912,10,,"111858,5",1118585,,1,0
06.11.2020,18:30:00,109295,115195,108109,112863,38,,"111365,5",4231889,,1,0
06.11.2020,18:31:00,113536,115062,108116,111174,33,,111972,3695076,,0,0
06.11.2020,18:32:00,109094,115118,107903,113717,53,,111458,5907274,,1,0
06.11.2020,18:33:00,109209,114779,108032,113726,76,,"111436,5",8469174,,1,0
06.11.2020,18:34:00,108162,115158,107919,110930,65,,"110542,25","7185246,25",,1,0
06.11.2020,18:35:00,113095,115245,107949,110529,68,,"111704,5",7595906,,0,0
06.11.2020,18:36:00,109714,115250,107916,108290,80,,"110292,5",8823400,,0,0
06.11.2020,18:37:00,112785,115263,108026,110186,10,,111565,1115650,,0,0
06.11.2020,18:38:00,110534,115123,107975,109069,5,,"110675,25","553376,25",,0,0
06.11.2020,18:39:00,114168,115284,107994,114211,68,,"112914,25",7678169,,1,0
06.11.2020,18:40:00,113456,115176,107925,113318,76,,"112468,75",8547625,,0,0
06.11.2020,18:41:00,111756,114705,107901,109046,44,,110852,4877488,,0,0
06.11.2020,18:42:00,110247,115028,108285,114312,12,,111968,1343616,,1,0
06.11.2020,18:43:00,113052,115262,108152,112266,86,,112183,9647738,,0,0
06.11.2020,18:44:00,114251,115203,107915,108455,98,,111456,10922688,,0,0
06.11.2020,18:45:00,113194,115246,108114,112115,3,,"112167,25","336501,75",,0,0
06.11.2020,18:46:00,113871,115189,107920,114222,47,,"112800,5","5301623,5",,1,0
06.11.2020,18:47:00,109569,115175,108020,109623,76,,"110596,75",8405353,,1,0
06.11.2020,18:48:00,110964,115234,108581,111612,50,,"111597,75","5579887,5",,1,0
06.11.2020,18:49:00,113544,115101,107919,111200,93,,111941,10410513,,0,0
06.11.2020,18:50:00,114899,115185,108036,110757,37,,"112219,25","4152112,25",,0,0
06.11.2020,18:51:00,108534,115172,107990,111118,4,,"110703,5",442814,,1,0
06.11.2020,18:52:00,108386,115190,108372,113308,79,,111314,8793806,,1,0
06.11.2020,18:53:00,113602,115215,107960,114941,92,,"112929,5",10389514,,1,0
06.11.2020,18:54:00,114498,115262,107946,109737,39,,"111860,75","4362569,25",,0,0
06.11.2020,18:55:00,108239,115205,107930,114992,62,,"111591,5",6918673,,1,0
06.11.2020,18:56:00,113683,114801,107900,111872,16,,112064,1793024,,0,0
06.11.2020,18:57:00,111276,115037,108120,112016,6,,"111612,25","669673,5",,1,0
06.11.2020,18:58:00,115070,115178,107907,113155,31,,"112827,5","3497652,5",,0,0
06.11.2020,18:59:00,110183,115279,107914,108618,67,,"110498,5","7403399,5",,0,0
06.11.2020,19:00:00,108057,115239,107987,112445,7,,110932,776524,,1,0
06.11.2020,19:01:00,113847,115183,108129,112588,1,,"112436,75","112436,75",,0,0
06.11.2020,19:02:00,111383,115284,107938,110181,15,,"111196,5","1667947,5",,0,0
06.11.2020,19:03:00,110453,115296,107970,115141,1,,112215,112215,,1,0
06.11.2020,19:04:00,114762,115146,107912,108747,56,,"111641,75",6251938,,0,0
06.11.2020,19:05:00,110997,115151,107954,108560,12,,"110665,5",1327986,,0,0
06.11.2020,19:06:00,114433,115254,107929,113345,71,,"112740,25","8004557,75",,0,0
06.11.2020,19:07:00,112204,115248,108040,114482,33,,"112493,5","3712285,5",,1,0
06.11.2020,19:08:00,113756,115280,107905,112651,15,,112398,1685970,,0,0
06.11.2020,19:09:00,109891,115233,108130,109914,13,,110792,1440296,,1,0
06.11.2020,19:10:00,107999,115275,107999,109532,97,,"110201,25","10689521,25",,1,0
06.11.2020,19:11:00,111662,115277,108133,113112,74,,112046,8291404,,1,0
06.11.2020,19:12:00,109719,115253,108104,108967,57,,"110510,75","6299112,75",,0,0
06.11.2020,19:13:00,110809,115247,107905,110556,66,,"111129,25","7334530,5",,0,0
06.11.2020,19:14:00,114727,115187,107907,113283,67,,112776,7555992,,0,0
06.11.2020,19:15:00,107986,115092,107986,114113,4,,"111294,25",445177,,1,0
06.11.2020,19:16:00,110172,115082,107911,109526,37,,"110672,75","4094891,75",,0,0
06.11.2020,19:17:00,110311,115062,107911,108651,47,,"110483,75","5192736,25",,0,0
06.11.2020,19:18:00,111766,114823,108002,113826,21,,"112104,25","2354189,25",,1,0
06.11.2020,19:19:00,111287,114786,107975,108414,17,,"110615,5","1880463,5",,0,0
06.11.2020,19:20:00,112377,115168,107908,108446,46,,"110974,75","5104838,5",,0,0
06.11.2020,19:21:00,112233,114819,107951,112069,30,,111768,3353040,,0,0
06.11.2020,19:22:00,111777,115240,107920,110990,28,,"111481,75",3121489,,0,0
06.11.2020,19:23:00,109440,115294,107908,108819,94,,"110365,25","10374333,5",,0,0
06.11.2020,19:24:00,109133,115254,107920,115254,38,,"111890,25","4251829,5",,1,0
06.11.2020,19:25:00,111738,115270,107910,110558,36,,111369,4009284,,0,0
06.11.2020,19:26:00,112232,115213,107962,112668,83,,"112018,75","9297556,25",,1,0
06.11.2020,19:27:00,110497,115218,107922,108995,18,,110658,1991844,,0,0
06.11.2020,19:28:00,114190,114635,107966,113729,60,,112630,6757800,,0,0
06.11.2020,19:29:00,109845,115278,108091,113098,44,,111578,4909432,,1,0
06.11.2020,19:30:00,110233,115162,107998,111109,34,,"111125,5",3778267,,1,0
06.11.2020,19:31:00,113513,115098,107914,113708,10,,"112558,25","1125582,5",,1,0
06.11.2020,19:32:00,115239,115239,107947,109275,18,,111925,2014650,,0,0
06.11.2020,19:33:00,108793,115222,107905,114537,5,,"111614,25","558071,25",,1,0
06.11.2020,19:34:00,114841,115220,107916,112297,54,,"112568,5",6078699,,0,0
06.11.2020,19:35:00,111580,115186,108028,108751,97,,"110886,25","10755966,25",,0,0
06.11.2020,19:36:00,107946,115265,107946,111899,23,,110764,2547572,,1,0
06.11.2020,19:37:00,109530,115187,108090,109726,53,,"110633,25","5863562,25",,1,0
06.11.2020,19:38:00,108734,115269,108131,114507,89,,"111660,25","9937762,25",,1,0
06.11.2020,19:39:00,111777,115170,108066,108426,59,,"110859,75","6540725,25",,0,0
06.11.2020,19:40:00,110044,115106,108147,112083,71,,111345,7905495,,1,0
06.11.2020,19:41:00,112640,115202,108102,114410,79,,"112588,5","8894491,5",,1,0
06.11.2020,19:42:00,110087,115233,107966,115233,63,,"112129,75","7064174,25",,1,0
06.11.2020,19:43:00,113391,115296,107919,107919,38,,"111131,25","4222987,5",,0,0
06.11.2020,19:44:00,114894,115242,107963,115182,3,,"113320,25","339960,75",,1,0
06.11.2020,19:45:00,112976,115243,107925,115199,22,,"112835,75","2482386,5",,1,0
06.11.2020,19:46:00,110930,115263,107903,111240,82,,111334,9129388,,1,0
06.11.2020,19:47:00,109447,115204,107902,108867,18,,110355,1986390,,0,0
06.11.2020,19:48:00,109858,115236,107949,114747,36,,"111947,5",4030110,,1,0
06.11.2020,19:49:00,114976,115255,107939,113643,76,,"112953,25",8584447,,0,0
06.11.2020,19:50:00,111418,115220,107968,112468,41,,"111768,5","4582508,5",,1,0
06.11.2020,19:51:00,113489,115280,107938,111464,97,,"112042,75","10868146,75",,0,0
06.11.2020,19:52:00,112951,115240,107928,108181,77,,111075,8552775,,0,0
06.11.2020,19:53:00,110183,115015,107901,110676,12,,"110943,75",1331325,,1,0
06.11.2020,19:54:00,110305,115279,107968,111566,38,,"111279,5",4228621,,1,0
06.11.2020,19:55:00,114360,115152,107914,114853,8,,"113069,75",904558,,1,0
06.11.2020,19:56:00,109521,115200,107959,114245,3,,"111731,25","335193,75",,1,0
06.11.2020,19:57:00,113826,115247,108106,109353,72,,111633,8037576,,0,0
06.11.2020,19:58:00,112414,115143,108004,114671,43,,112558,4839994,,1,0
06.11.2020,19:59:00,113747,115274,108057,113824,17,,"112725,5","1916333,5",,1,0
06.11.2020,20:00:00,109198,115282,108152,108318,37,,"110237,5","4078787,5",,0,0
09.11.2020,10:00:00,113080,115280,108072,113071,76,,"112375,75",8540557,,0,0
09.11.2020,10:01:00,111224,115141,108120,113532,86,,"112004,25","9632365,5",,1,0
09.11.2020,10:02:00,108631,115195,108036,110260,65,,"110530,5","7184482,5",,1,0
09.11.2020,10:03:00,110656,115282,107940,108694,46,,110643,5089578,,0,0
09.11.2020,10:04:00,109566,115261,108226,112849,17,,"111475,5","1895083,5",,1,0
09.11.2020,10:05:00,115126,115295,107935,114619,75,,"113243,75","8493281,25",,0,0
09.11.2020,10:06:00,112759,115252,107957,112535,40,,"112125,75",4485030,,0,0
09.11.2020,10:07:00,112362,115244,108042,109833,51,,"111370,25","5679882,75",,0,0
09.11.2020,10:08:00,110923,115294,107904,109419,9,,110885,997965,,0,0
09.11.2020,10:09:00,112217,115267,107903,109219,23,,"111151,5","2556484,5",,0,0
09.11.2020,10:10:00,112078,115225,107945,113188,76,,112109,8520284,,1,0
09.11.2020,10:11:00,110567,115217,108070,110398,93,,111063,10328859,,0,0
09.11.2020,10:12:00,113480,115244,108154,113720,40,,"112649,5",4505980,,1,0
09.11.2020,10:13:00,111039,115233,108132,108704,83,,110777,9194491,,0,0
09.11.2020,10:14:00,111714,114466,107918,113650,98,,111937,10969826,,1,0
09.11.2020,10:15:00,109954,115253,107923,112846,97,,111494,10814918,,1,0
09.11.2020,10:16:00,111785,115251,108003,110763,13,,"111450,5","1448856,5",,0,0
09.11.2020,10:17:00,114007,114907,108029,111556,39,,"112124,75","4372865,25",,0,0
09.11.2020,10:18:00,111258,115139,107998,109427,85,,"110955,5","9431217,5",,0,0
09.11.2020,10:19:00,110833,115065,107918,111893,22,,"111427,25","2451399,5",,1,0
09.11.2020,10:20:00,114136,115199,107997,114565,34,,"112974,25","3841124,5",,1,0
09.11.2020,10:21:00,114638,115046,108007,113876,54,,"112891,75","6096154,5",,0,0
09.11.2020,10:22:00,114686,115102,107944,112508,37,,112560,4164720,,0,0
09.11.2020,10:23:00,112521,115286,107971,110406,5,,111546,557730,,0,0
09.11.2020,10:24:00,109841,115273,107911,113737,47,,"111690,5","5249453,5",,1,0
09.11.2020,10:25:00,108989,115213,108037,113228,85,,"111366,75","9466173,75",,1,0
09.11.2020,10:27:00,113891,115173,107967,111390,52,,"112105,25",5829473,,0,0
09.11.2020,10:28:00,112614,115266,107986,110371,34,,"111559,25","3793014,5",,0,0
09.11.2020,10:29:00,112671,115025,107984,112436,86,,112029,9634494,,0,0
09.11.2020,10:30:00,110522,115002,108379,110109,84,,111003,9324252,,0,0
09.11.2020,10:31:00,112356,115256,108039,113847,44,,"112374,5",4944478,,1,0
09.11.2020,10:32:00,109356,115199,108000,111014,32,,"110892,25",3548552,,1,0
09.11.2020,10:33:00,112113,115153,107998,112420,55,,111921,6155655,,1,0
09.11.2020,10:34:00,110919,115205,107944,109364,1,,110858,110858,,0,0
09.11.2020,10:35:00,113600,115118,108217,108595,78,,"111382,5",8687835,,0,0
09.11.2020,10:36:00,110255,114879,107923,114879,71,,111984,7950864,,1,0
09.11.2020,10:37:00,114828,115287,107900,114575,65,,"113147,5","7354587,5",,0,0
09.11.2020,10:38:00,110513,115260,108001,110094,2,,110967,221934,,0,0
09.11.2020,10:39:00,109788,115249,107979,110486,22,,"110875,5",2439261,,1,0
09.11.2020,10:40:00,111509,115267,108269,108724,30,,"110942,25","3328267,5",,0,0
09.11.2020,10:41:00,110220,115169,108035,113573,77,,"111749,25","8604692,25",,1,0
09.11.2020,10:42:00,113367,114991,108001,113672,83,,"112507,75","9338143,25",,1,0
09.11.2020,10:43:00,110266,115262,107990,114774,47,,112073,5267431,,1,0
09.11.2020,10:44:00,112839,115281,107934,108042,25,,111024,2775600,,0,0
09.11.2020,10:45:00,110710,115159,108124,114732,64,,"112181,25",7179600,,1,0
09.11.2020,10:46:00,112110,115276,107922,111499,42,,"111701,75","4691473,5",,0,0
09.11.2020,10:47:00,115054,115236,108100,108317,26,,"111676,75","2903595,5",,0,0
09.11.2020,10:48:00,110373,115219,107949,111988,5,,"111382,25","556911,25",,1,0
09.11.2020,10:49:00,110321,115282,107955,109550,7,,110777,775439,,0,0
09.11.2020,10:50:00,112001,115248,107991,112532,42,,111943,4701606,,1,0
09.11.2020,10:51:00,110045,115151,107922,114226,89,,111836,9953404,,1,0
09.11.2020,10:52:00,113792,115264,108129,111939,55,,112281,6175455,,0,0
09.11.2020,10:53:00,108332,115257,108045,112099,51,,"110933,25","5657595,75",,1,0
09.11.2020,10:54:00,110212,115104,108011,110813,64,,111035,7106240,,1,0
09.11.2020,10:55:00,113327,115281,107984,109802,62,,"111598,5",6919107,,0,0
09.11.2020,10:56:00,108937,115147,107926,108255,23,,"110066,25","2531523,75",,0,0
09.11.2020,10:57:00,110505,115110,107955,114707,19,,"112069,25","2129315,75",,1,0
09.11.2020,10:58:00,109342,115237,108106,108999,2,,110421,220842,,0,0
09.11.2020,10:59:00,108090,115284,108090,109053,30,,"110129,25","3303877,5",,1,0
09.11.2020,11:00:00,110228,115135,108125,109603,52,,"110772,75",5760183,,0,0
09.11.2020,11:01:00,112804,115146,107963,112704,86,,"112154,25","9645265,5",,0,0
09.11.2020,11:02:00,115256,115256,107944,111451,4,,"112476,75",449907,,0,0
09.11.2020,11:03:00,114610,115208,107997,110760,63,,"112143,75","7065056,25",,0,0
09.11.2020,11:04:00,109615,115275,108058,112100,74,,111262,8233388,,1,0
09.11.2020,11:05:00,110133,115268,107975,109617,23,,"110748,25","2547209,75",,0,0
09.11.2020,11:06:00,109478,115288,107933,114451,48,,"111787,5",5365800,,1,0
09.11.2020,11:07:00,113098,115142,107929,112024,13,,"112048,25","1456627,25",,0,0
09.11.2020,11:08:00,114053,115242,107927,112578,86,,112450,9670700,,0,0
09.11.2020,11:09:00,110824,115146,107902,111628,79,,111375,8798625,,1,0
09.11.2020,11:10:00,115056,115058,108025,110944,14,,"112270,75","1571790,5",,0,0
09.11.2020,11:11:00,111106,115269,107948,111759,88,,"111520,5",9813804,,1,0
09.11.2020,11:12:00,110639,115181,107952,114313,64,,"112021,25",7169360,,1,0
09.11.2020,11:13:00,112722,115228,108166,114872,19,,112747,2142193,,1,0
09.11.2020,11:14:00,111289,115218,107990,112988,48,,"111871,25",5369820,,1,0
09.11.2020,11:15:00,107911,115173,107911,111363,71,,"110589,5","7851854,5",,1,0
09.11.2020,11:16:00,113712,115271,108030,108823,62,,111459,6910458,,0,0
09.11.2020,11:17:00,112271,115006,108195,113870,91,,"112335,5","10222530,5",,1,0
09.11.2020,11:18:00,109211,115101,107942,110043,42,,"110574,25","4644118,5",,1,0
09.11.2020,11:19:00,108241,115231,107901,115231,22,,111651,2456322,,1,0
09.11.2020,11:20:00,112449,115231,108174,110816,55,,"111667,5","6141712,5",,0,0
09.11.2020,11:21:00,113510,115258,108618,113879,59,,"112816,25","6656158,75",,1,0
09.11.2020,11:22:00,110353,115241,107935,110214,51,,"110935,75","5657723,25",,0,0
09.11.2020,11:23:00,108193,115277,107970,110399,17,,"110459,75","1877815,75",,1,0
09.11.2020,11:24:00,110443,115162,107987,110786,35,,"111094,5","3888307,5",,1,0
09.11.2020,11:25:00,112114,115134,108131,111196,27,,"111643,75","3014381,25",,0,0
09.11.2020,11:26:00,108184,115263,107968,114147,27,,"111390,5","3007543,5",,1,0
09.11.2020,11:27:00,111649,115118,108042,113891,46,,112175,5160050,,1,0
09.11.2020,11:28:00,108230,115275,107905,113929,19,,"111334,75","2115360,25",,1,0
09.11.2020,11:29:00,114970,115146,108021,108694,52,,"111707,75",5808803,,0,0
